[2026-03-30T21:25:16.086075] ACTION: IOT_UPLOAD | CAT: b暹罗_小黑 | ML: 159.2 | RESULT: 达标
[2026-04-08T23:21:29.037958] ACTION: IOT_UPLOAD | CAT: test_cat_55 | ML: 259.3 | RESULT: 超标
[2026-04-08T23:21:29.047930] ACTION: IOT_UPLOAD | CAT: test_cat_51 | ML: 31.1 | RESULT: 未达标
[2026-04-08T23:21:29.049989] ACTION: IOT_UPLOAD | CAT: test_cat_56 | ML: 268.6 | RESULT: 超标
[2026-04-08T23:21:29.068735] ACTION: IOT_UPLOAD | CAT: test_cat_65 | ML: 189.3 | RESULT: 超标
[2026-04-08T23:21:29.069538] ACTION: IOT_UPLOAD | CAT: test_cat_51 | ML: 20.2 | RESULT: 未达标
[2026-04-08T23:21:29.077824] ACTION: IOT_UPLOAD | CAT: test_cat_50 | ML: 241.9 | RESULT: 超标
[2026-04-08T23:21:29.081390] ACTION: IOT_UPLOAD | CAT: test_cat_79 | ML: 21.2 | RESULT: 未达标
[2026-04-08T23:21:29.093738] ACTION: IOT_UPLOAD | CAT: test_cat_28 | ML: 247.7 | RESULT: 超标
[2026-04-08T23:21:29.095436] ACTION: IOT_UPLOAD | CAT: test_cat_63 | ML: 194.0 | RESULT: 超标
[2026-04-08T23:21:29.110794] ACTION: IOT_UPLOAD | CAT: test_cat_9 | ML: 39.4 | RESULT: 未达标
[2026-04-08T23:21:29.116960] ACTION: IOT_UPLOAD | CAT: test_cat_94 | ML: 175.3 | RESULT: 达标
[2026-04-08T23:21:29.121165] ACTION: IOT_UPLOAD | CAT: test_cat_56 | ML: 268.9 | RESULT: 超标
[2026-04-08T23:21:29.127238] ACTION: IOT_UPLOAD | CAT: test_cat_28 | ML: 247.7 | RESULT: 超标
[2026-04-08T23:21:29.129959] ACTION: IOT_UPLOAD | CAT: test_cat_72 | ML: 140.4 | RESULT: 达标
[2026-04-08T23:21:29.142982] ACTION: IOT_UPLOAD | CAT: test_cat_82 | ML: 182.4 | RESULT: 超标
[2026-04-08T23:21:29.148258] ACTION: IOT_UPLOAD | CAT: test_cat_100 | ML: 137.9 | RESULT: 达标
[2026-04-08T23:21:29.154727] ACTION: IOT_UPLOAD | CAT: test_cat_55 | ML: 36.1 | RESULT: 未达标
[2026-04-08T23:21:29.161482] ACTION: IOT_UPLOAD | CAT: test_cat_35 | ML: 136.5 | RESULT: 达标
[2026-04-08T23:21:29.172022] ACTION: IOT_UPLOAD | CAT: test_cat_97 | ML: 99.2 | RESULT: 未达标
[2026-04-08T23:21:29.175552] ACTION: IOT_UPLOAD | CAT: test_cat_2 | ML: 185.6 | RESULT: 超标
[2026-04-08T23:21:29.180744] ACTION: IOT_UPLOAD | CAT: test_cat_85 | ML: 75.7 | RESULT: 未达标
[2026-04-08T23:21:29.190709] ACTION: IOT_UPLOAD | CAT: test_cat_13 | ML: 176.5 | RESULT: 达标
[2026-04-08T23:21:29.199795] ACTION: IOT_UPLOAD | CAT: test_cat_58 | ML: 205.1 | RESULT: 超标
[2026-04-08T23:21:29.203716] ACTION: IOT_UPLOAD | CAT: test_cat_60 | ML: 181.4 | RESULT: 超标
[2026-04-08T23:21:29.210812] ACTION: IOT_UPLOAD | CAT: test_cat_79 | ML: 267.5 | RESULT: 超标
[2026-04-08T23:21:29.217810] ACTION: IOT_UPLOAD | CAT: test_cat_90 | ML: 191.9 | RESULT: 超标
[2026-04-08T23:21:29.228311] ACTION: IOT_UPLOAD | CAT: test_cat_4 | ML: 173.3 | RESULT: 达标
[2026-04-08T23:21:29.229207] ACTION: IOT_UPLOAD | CAT: test_cat_45 | ML: 163.8 | RESULT: 达标
[2026-04-08T23:21:29.232525] ACTION: IOT_UPLOAD | CAT: test_cat_27 | ML: 157.9 | RESULT: 达标
[2026-04-08T23:21:29.246346] ACTION: IOT_UPLOAD | CAT: test_cat_68 | ML: 143.8 | RESULT: 达标
[2026-04-08T23:21:29.251841] ACTION: IOT_UPLOAD | CAT: test_cat_76 | ML: 46.2 | RESULT: 未达标
[2026-04-08T23:21:29.262487] ACTION: IOT_UPLOAD | CAT: test_cat_7 | ML: 32.9 | RESULT: 未达标
[2026-04-08T23:21:29.266570] ACTION: IOT_UPLOAD | CAT: test_cat_66 | ML: 198.5 | RESULT: 超标
[2026-04-08T23:21:29.270080] ACTION: IOT_UPLOAD | CAT: test_cat_52 | ML: 263.0 | RESULT: 超标
[2026-04-08T23:21:29.279633] ACTION: IOT_UPLOAD | CAT: test_cat_32 | ML: 95.8 | RESULT: 未达标
[2026-04-08T23:21:29.288713] ACTION: IOT_UPLOAD | CAT: test_cat_98 | ML: 51.4 | RESULT: 未达标
[2026-04-08T23:21:29.292026] ACTION: IOT_UPLOAD | CAT: test_cat_34 | ML: 129.5 | RESULT: 达标
[2026-04-08T23:21:29.295905] ACTION: IOT_UPLOAD | CAT: test_cat_40 | ML: 216.8 | RESULT: 超标
[2026-04-08T23:21:29.307400] ACTION: IOT_UPLOAD | CAT: test_cat_58 | ML: 229.5 | RESULT: 超标
[2026-04-08T23:21:29.312375] ACTION: IOT_UPLOAD | CAT: test_cat_18 | ML: 148.3 | RESULT: 达标
[2026-04-08T23:21:29.316054] ACTION: IOT_UPLOAD | CAT: test_cat_24 | ML: 18.3 | RESULT: 未达标
[2026-04-08T23:21:29.320761] ACTION: IOT_UPLOAD | CAT: test_cat_31 | ML: 199.6 | RESULT: 超标
[2026-04-08T23:21:29.331514] ACTION: IOT_UPLOAD | CAT: test_cat_8 | ML: 236.1 | RESULT: 超标
[2026-04-08T23:21:29.337779] ACTION: IOT_UPLOAD | CAT: test_cat_58 | ML: 115.2 | RESULT: 未达标
[2026-04-08T23:21:29.342926] ACTION: IOT_UPLOAD | CAT: test_cat_18 | ML: 18.2 | RESULT: 未达标
[2026-04-08T23:21:29.347971] ACTION: IOT_UPLOAD | CAT: test_cat_15 | ML: 253.6 | RESULT: 超标
[2026-04-08T23:21:29.363785] ACTION: IOT_UPLOAD | CAT: test_cat_81 | ML: 159.3 | RESULT: 达标
[2026-04-08T23:21:29.367409] ACTION: IOT_UPLOAD | CAT: test_cat_13 | ML: 201.8 | RESULT: 超标
[2026-04-08T23:21:29.373270] ACTION: IOT_UPLOAD | CAT: test_cat_91 | ML: 270.4 | RESULT: 超标
[2026-04-08T23:21:29.377993] ACTION: IOT_UPLOAD | CAT: test_cat_48 | ML: 36.9 | RESULT: 未达标
[2026-04-08T23:21:29.386326] ACTION: IOT_UPLOAD | CAT: test_cat_33 | ML: 82.8 | RESULT: 未达标
[2026-04-08T23:21:29.389296] ACTION: IOT_UPLOAD | CAT: test_cat_76 | ML: 243.3 | RESULT: 超标
[2026-04-08T23:21:29.399433] ACTION: IOT_UPLOAD | CAT: test_cat_15 | ML: 267.5 | RESULT: 超标
[2026-04-08T23:21:29.408855] ACTION: IOT_UPLOAD | CAT: test_cat_98 | ML: 220.2 | RESULT: 超标
[2026-04-08T23:21:29.413524] ACTION: IOT_UPLOAD | CAT: test_cat_45 | ML: 218.0 | RESULT: 超标
[2026-04-08T23:21:29.416287] ACTION: IOT_UPLOAD | CAT: test_cat_71 | ML: 57.1 | RESULT: 未达标
[2026-04-08T23:21:29.425631] ACTION: IOT_UPLOAD | CAT: test_cat_40 | ML: 296.7 | RESULT: 超标
[2026-04-08T23:21:29.429476] ACTION: IOT_UPLOAD | CAT: test_cat_57 | ML: 268.7 | RESULT: 超标
[2026-04-08T23:21:29.446299] ACTION: IOT_UPLOAD | CAT: test_cat_30 | ML: 291.3 | RESULT: 超标
[2026-04-08T23:21:29.449446] ACTION: IOT_UPLOAD | CAT: test_cat_9 | ML: 247.2 | RESULT: 超标
[2026-04-08T23:21:29.451341] ACTION: IOT_UPLOAD | CAT: test_cat_6 | ML: 122.4 | RESULT: 达标
[2026-04-08T23:21:29.456958] ACTION: IOT_UPLOAD | CAT: test_cat_74 | ML: 284.7 | RESULT: 超标
[2026-04-08T23:21:29.468856] ACTION: IOT_UPLOAD | CAT: test_cat_37 | ML: 77.8 | RESULT: 未达标
[2026-04-08T23:21:29.472736] ACTION: IOT_UPLOAD | CAT: test_cat_51 | ML: 257.8 | RESULT: 超标
[2026-04-08T23:21:29.483141] ACTION: IOT_UPLOAD | CAT: test_cat_2 | ML: 192.5 | RESULT: 超标
[2026-04-08T23:21:29.489236] ACTION: IOT_UPLOAD | CAT: test_cat_17 | ML: 211.6 | RESULT: 超标
[2026-04-08T23:21:29.498421] ACTION: IOT_UPLOAD | CAT: test_cat_44 | ML: 122.6 | RESULT: 达标
[2026-04-08T23:21:29.500693] ACTION: IOT_UPLOAD | CAT: test_cat_8 | ML: 225.1 | RESULT: 超标
[2026-04-08T23:21:29.517094] ACTION: IOT_UPLOAD | CAT: test_cat_100 | ML: 191.3 | RESULT: 超标
[2026-04-08T23:21:29.518216] ACTION: IOT_UPLOAD | CAT: test_cat_56 | ML: 222.8 | RESULT: 超标
[2026-04-08T23:21:29.519283] ACTION: IOT_UPLOAD | CAT: test_cat_28 | ML: 102.7 | RESULT: 未达标
[2026-04-08T23:21:29.530633] ACTION: IOT_UPLOAD | CAT: test_cat_71 | ML: 120.5 | RESULT: 达标
[2026-04-08T23:21:29.536715] ACTION: IOT_UPLOAD | CAT: test_cat_19 | ML: 42.9 | RESULT: 未达标
[2026-04-08T23:21:29.540231] ACTION: IOT_UPLOAD | CAT: test_cat_31 | ML: 155.9 | RESULT: 达标
[2026-04-08T23:21:29.542303] ACTION: IOT_UPLOAD | CAT: test_cat_52 | ML: 76.4 | RESULT: 未达标
[2026-04-08T23:21:29.556943] ACTION: IOT_UPLOAD | CAT: test_cat_45 | ML: 214.0 | RESULT: 超标
[2026-04-08T23:21:29.563556] ACTION: IOT_UPLOAD | CAT: test_cat_58 | ML: 35.4 | RESULT: 未达标
[2026-04-08T23:21:29.583205] ACTION: IOT_UPLOAD | CAT: test_cat_17 | ML: 116.1 | RESULT: 未达标
[2026-04-08T23:21:29.588598] ACTION: IOT_UPLOAD | CAT: test_cat_32 | ML: 18.7 | RESULT: 未达标
[2026-04-08T23:21:29.597148] ACTION: IOT_UPLOAD | CAT: test_cat_20 | ML: 12.8 | RESULT: 未达标
[2026-04-08T23:21:29.601301] ACTION: IOT_UPLOAD | CAT: test_cat_11 | ML: 25.3 | RESULT: 未达标
[2026-04-08T23:21:29.605315] ACTION: IOT_UPLOAD | CAT: test_cat_75 | ML: 213.5 | RESULT: 超标
[2026-04-08T23:21:29.615640] ACTION: IOT_UPLOAD | CAT: test_cat_57 | ML: 11.1 | RESULT: 未达标
[2026-04-08T23:21:29.621554] ACTION: IOT_UPLOAD | CAT: test_cat_55 | ML: 117.2 | RESULT: 未达标
[2026-04-08T23:21:29.623609] ACTION: IOT_UPLOAD | CAT: test_cat_16 | ML: 151.6 | RESULT: 达标
[2026-04-08T23:21:29.628219] ACTION: IOT_UPLOAD | CAT: test_cat_69 | ML: 216.8 | RESULT: 超标
[2026-04-08T23:21:29.642880] ACTION: IOT_UPLOAD | CAT: test_cat_2 | ML: 96.3 | RESULT: 未达标
[2026-04-08T23:21:29.643876] ACTION: IOT_UPLOAD | CAT: test_cat_55 | ML: 179.9 | RESULT: 达标
[2026-04-08T23:21:29.659480] ACTION: IOT_UPLOAD | CAT: test_cat_3 | ML: 184.7 | RESULT: 超标
[2026-04-08T23:21:29.663693] ACTION: IOT_UPLOAD | CAT: test_cat_91 | ML: 289.1 | RESULT: 超标
[2026-04-08T23:21:29.675412] ACTION: IOT_UPLOAD | CAT: test_cat_84 | ML: 134.6 | RESULT: 达标
[2026-04-08T23:21:29.680721] ACTION: IOT_UPLOAD | CAT: test_cat_29 | ML: 24.3 | RESULT: 未达标
[2026-04-08T23:21:29.699193] ACTION: IOT_UPLOAD | CAT: test_cat_100 | ML: 28.5 | RESULT: 未达标
[2026-04-08T23:21:29.705852] ACTION: IOT_UPLOAD | CAT: test_cat_53 | ML: 208.8 | RESULT: 超标
[2026-04-08T23:21:29.713008] ACTION: IOT_UPLOAD | CAT: test_cat_63 | ML: 229.5 | RESULT: 超标
[2026-04-08T23:21:29.716557] ACTION: IOT_UPLOAD | CAT: test_cat_80 | ML: 98.1 | RESULT: 未达标
[2026-04-08T23:21:29.720401] ACTION: IOT_UPLOAD | CAT: test_cat_12 | ML: 83.3 | RESULT: 未达标
[2026-04-08T23:21:29.732173] ACTION: IOT_UPLOAD | CAT: test_cat_6 | ML: 212.7 | RESULT: 超标
[2026-04-08T23:21:29.742229] ACTION: IOT_UPLOAD | CAT: test_cat_27 | ML: 157.9 | RESULT: 达标
[2026-04-08T23:21:29.747144] ACTION: IOT_UPLOAD | CAT: test_cat_19 | ML: 271.2 | RESULT: 超标
[2026-04-08T23:21:29.750066] ACTION: IOT_UPLOAD | CAT: test_cat_45 | ML: 123.5 | RESULT: 达标
[2026-04-08T23:21:29.751999] ACTION: IOT_UPLOAD | CAT: test_cat_1 | ML: 98.2 | RESULT: 未达标
[2026-04-08T23:21:29.769241] ACTION: IOT_UPLOAD | CAT: test_cat_44 | ML: 93.7 | RESULT: 未达标
[2026-04-08T23:21:29.773162] ACTION: IOT_UPLOAD | CAT: test_cat_95 | ML: 57.9 | RESULT: 未达标
[2026-04-08T23:21:29.784597] ACTION: IOT_UPLOAD | CAT: test_cat_18 | ML: 148.3 | RESULT: 达标
[2026-04-08T23:21:29.785755] ACTION: IOT_UPLOAD | CAT: test_cat_54 | ML: 95.5 | RESULT: 未达标
[2026-04-08T23:21:29.786483] ACTION: IOT_UPLOAD | CAT: test_cat_12 | ML: 290.9 | RESULT: 超标
[2026-04-08T23:21:29.804430] ACTION: IOT_UPLOAD | CAT: test_cat_12 | ML: 290.9 | RESULT: 超标
[2026-04-08T23:21:29.809141] ACTION: IOT_UPLOAD | CAT: test_cat_87 | ML: 183.7 | RESULT: 超标
[2026-04-08T23:21:29.813192] ACTION: IOT_UPLOAD | CAT: test_cat_99 | ML: 42.5 | RESULT: 未达标
[2026-04-08T23:21:29.813898] ACTION: IOT_UPLOAD | CAT: test_cat_98 | ML: 274.4 | RESULT: 超标
[2026-04-08T23:21:29.831277] ACTION: IOT_UPLOAD | CAT: test_cat_7 | ML: 32.9 | RESULT: 未达标
[2026-04-08T23:21:29.837275] ACTION: IOT_UPLOAD | CAT: test_cat_82 | ML: 182.4 | RESULT: 超标
[2026-04-08T23:21:29.842010] ACTION: IOT_UPLOAD | CAT: test_cat_16 | ML: 155.8 | RESULT: 达标
[2026-04-08T23:21:29.845544] ACTION: IOT_UPLOAD | CAT: test_cat_22 | ML: 47.9 | RESULT: 未达标
[2026-04-08T23:21:29.859744] ACTION: IOT_UPLOAD | CAT: test_cat_2 | ML: 185.6 | RESULT: 超标
[2026-04-08T23:21:29.863705] ACTION: IOT_UPLOAD | CAT: test_cat_17 | ML: 85.8 | RESULT: 未达标
[2026-04-08T23:21:29.864429] ACTION: IOT_UPLOAD | CAT: test_cat_84 | ML: 243.5 | RESULT: 超标
[2026-04-08T23:21:29.879218] ACTION: IOT_UPLOAD | CAT: test_cat_39 | ML: 159.2 | RESULT: 达标
[2026-04-08T23:21:29.888068] ACTION: IOT_UPLOAD | CAT: test_cat_56 | ML: 143.4 | RESULT: 达标
[2026-04-08T23:21:29.892583] ACTION: IOT_UPLOAD | CAT: test_cat_90 | ML: 282.5 | RESULT: 超标
[2026-04-08T23:21:29.900143] ACTION: IOT_UPLOAD | CAT: test_cat_43 | ML: 253.0 | RESULT: 超标
[2026-04-08T23:21:29.913937] ACTION: IOT_UPLOAD | CAT: test_cat_37 | ML: 174.8 | RESULT: 达标
[2026-04-08T23:21:29.925003] ACTION: IOT_UPLOAD | CAT: test_cat_51 | ML: 113.8 | RESULT: 未达标
[2026-04-08T23:21:29.936604] ACTION: IOT_UPLOAD | CAT: test_cat_97 | ML: 99.2 | RESULT: 未达标
[2026-04-08T23:21:29.941006] ACTION: IOT_UPLOAD | CAT: test_cat_37 | ML: 139.5 | RESULT: 达标
[2026-04-08T23:21:29.956092] ACTION: IOT_UPLOAD | CAT: test_cat_33 | ML: 203.4 | RESULT: 超标
[2026-04-08T23:21:29.961143] ACTION: IOT_UPLOAD | CAT: test_cat_32 | ML: 124.5 | RESULT: 达标
[2026-04-08T23:21:29.967582] ACTION: IOT_UPLOAD | CAT: test_cat_45 | ML: 214.0 | RESULT: 超标
[2026-04-08T23:21:29.977527] ACTION: IOT_UPLOAD | CAT: test_cat_65 | ML: 78.9 | RESULT: 未达标
[2026-04-08T23:21:29.985273] ACTION: IOT_UPLOAD | CAT: test_cat_11 | ML: 200.2 | RESULT: 超标
[2026-04-08T23:21:29.995618] ACTION: IOT_UPLOAD | CAT: test_cat_32 | ML: 80.1 | RESULT: 未达标
[2026-04-08T23:21:29.998344] ACTION: IOT_UPLOAD | CAT: test_cat_26 | ML: 53.9 | RESULT: 未达标
[2026-04-08T23:21:30.016721] ACTION: IOT_UPLOAD | CAT: test_cat_26 | ML: 240.9 | RESULT: 超标
[2026-04-08T23:21:30.022481] ACTION: IOT_UPLOAD | CAT: test_cat_13 | ML: 201.8 | RESULT: 超标
[2026-04-08T23:21:30.025201] ACTION: IOT_UPLOAD | CAT: test_cat_30 | ML: 291.3 | RESULT: 超标
[2026-04-08T23:21:30.027528] ACTION: IOT_UPLOAD | CAT: test_cat_72 | ML: 140.4 | RESULT: 达标
[2026-04-08T23:21:30.044852] ACTION: IOT_UPLOAD | CAT: test_cat_66 | ML: 198.5 | RESULT: 超标
[2026-04-08T23:21:30.045791] ACTION: IOT_UPLOAD | CAT: test_cat_28 | ML: 102.7 | RESULT: 未达标
[2026-04-08T23:21:30.051949] ACTION: IOT_UPLOAD | CAT: test_cat_50 | ML: 241.9 | RESULT: 超标
[2026-04-08T23:21:30.061005] ACTION: IOT_UPLOAD | CAT: test_cat_61 | ML: 144.8 | RESULT: 达标
[2026-04-08T23:21:30.064744] ACTION: IOT_UPLOAD | CAT: test_cat_23 | ML: 122.6 | RESULT: 达标
[2026-04-08T23:21:30.087130] ACTION: IOT_UPLOAD | CAT: test_cat_24 | ML: 292.3 | RESULT: 超标
[2026-04-08T23:21:30.088230] ACTION: IOT_UPLOAD | CAT: test_cat_98 | ML: 26.0 | RESULT: 未达标
[2026-04-08T23:21:30.089275] ACTION: IOT_UPLOAD | CAT: test_cat_17 | ML: 116.1 | RESULT: 未达标
[2026-04-08T23:21:30.099356] ACTION: IOT_UPLOAD | CAT: test_cat_8 | ML: 239.8 | RESULT: 超标
[2026-04-08T23:21:30.106465] ACTION: IOT_UPLOAD | CAT: test_cat_37 | ML: 37.9 | RESULT: 未达标
[2026-04-08T23:21:30.116083] ACTION: IOT_UPLOAD | CAT: test_cat_53 | ML: 171.5 | RESULT: 达标
[2026-04-08T23:21:30.125159] ACTION: IOT_UPLOAD | CAT: test_cat_44 | ML: 80.0 | RESULT: 未达标
[2026-04-08T23:21:30.129556] ACTION: IOT_UPLOAD | CAT: test_cat_19 | ML: 11.6 | RESULT: 未达标
[2026-04-08T23:21:30.138507] ACTION: IOT_UPLOAD | CAT: test_cat_26 | ML: 149.9 | RESULT: 达标
[2026-04-08T23:21:30.147180] ACTION: IOT_UPLOAD | CAT: test_cat_20 | ML: 141.2 | RESULT: 达标
[2026-04-08T23:21:30.154121] ACTION: IOT_UPLOAD | CAT: test_cat_71 | ML: 215.2 | RESULT: 超标
[2026-04-08T23:21:30.155559] ACTION: IOT_UPLOAD | CAT: test_cat_97 | ML: 289.9 | RESULT: 超标
[2026-04-08T23:21:30.172063] ACTION: IOT_UPLOAD | CAT: test_cat_37 | ML: 135.6 | RESULT: 达标
[2026-04-08T23:21:30.174338] ACTION: IOT_UPLOAD | CAT: test_cat_23 | ML: 185.0 | RESULT: 超标
[2026-04-08T23:21:30.177595] ACTION: IOT_UPLOAD | CAT: test_cat_54 | ML: 30.8 | RESULT: 未达标
[2026-04-08T23:21:30.188626] ACTION: IOT_UPLOAD | CAT: test_cat_47 | ML: 183.5 | RESULT: 超标
[2026-04-08T23:21:30.199244] ACTION: IOT_UPLOAD | CAT: test_cat_83 | ML: 140.9 | RESULT: 达标
[2026-04-08T23:21:30.206544] ACTION: IOT_UPLOAD | CAT: test_cat_9 | ML: 91.2 | RESULT: 未达标
[2026-04-08T23:21:30.213753] ACTION: IOT_UPLOAD | CAT: test_cat_72 | ML: 185.3 | RESULT: 超标
[2026-04-08T23:21:30.218094] ACTION: IOT_UPLOAD | CAT: test_cat_51 | ML: 84.8 | RESULT: 未达标
[2026-04-08T23:21:30.222207] ACTION: IOT_UPLOAD | CAT: test_cat_39 | ML: 252.7 | RESULT: 超标
[2026-04-08T23:21:30.230033] ACTION: IOT_UPLOAD | CAT: test_cat_67 | ML: 96.4 | RESULT: 未达标
[2026-04-08T23:21:30.237824] ACTION: IOT_UPLOAD | CAT: test_cat_98 | ML: 11.9 | RESULT: 未达标
[2026-04-08T23:21:30.243778] ACTION: IOT_UPLOAD | CAT: test_cat_84 | ML: 200.7 | RESULT: 超标
[2026-04-08T23:21:30.256896] ACTION: IOT_UPLOAD | CAT: test_cat_34 | ML: 244.1 | RESULT: 超标
[2026-04-08T23:21:30.259064] ACTION: IOT_UPLOAD | CAT: test_cat_3 | ML: 235.5 | RESULT: 超标
[2026-04-08T23:21:30.268617] ACTION: IOT_UPLOAD | CAT: test_cat_31 | ML: 199.6 | RESULT: 超标
[2026-04-08T23:21:30.273577] ACTION: IOT_UPLOAD | CAT: test_cat_74 | ML: 86.4 | RESULT: 未达标
[2026-04-08T23:21:30.281024] ACTION: IOT_UPLOAD | CAT: test_cat_37 | ML: 45.1 | RESULT: 未达标
[2026-04-08T23:21:30.292219] ACTION: IOT_UPLOAD | CAT: test_cat_16 | ML: 151.6 | RESULT: 达标
[2026-04-08T23:21:30.294643] ACTION: IOT_UPLOAD | CAT: test_cat_30 | ML: 149.3 | RESULT: 达标
[2026-04-08T23:21:30.304451] ACTION: IOT_UPLOAD | CAT: test_cat_51 | ML: 281.4 | RESULT: 超标
[2026-04-08T23:21:30.310030] ACTION: IOT_UPLOAD | CAT: test_cat_41 | ML: 137.6 | RESULT: 达标
[2026-04-08T23:21:30.324500] ACTION: IOT_UPLOAD | CAT: test_cat_68 | ML: 214.0 | RESULT: 超标
[2026-04-08T23:21:30.329629] ACTION: IOT_UPLOAD | CAT: test_cat_95 | ML: 57.9 | RESULT: 未达标
[2026-04-08T23:21:30.333600] ACTION: IOT_UPLOAD | CAT: test_cat_10 | ML: 38.1 | RESULT: 未达标
[2026-04-08T23:21:30.334833] ACTION: IOT_UPLOAD | CAT: test_cat_93 | ML: 145.8 | RESULT: 达标
[2026-04-08T23:21:30.355639] ACTION: IOT_UPLOAD | CAT: test_cat_60 | ML: 267.0 | RESULT: 超标
[2026-04-08T23:21:30.356452] ACTION: IOT_UPLOAD | CAT: test_cat_52 | ML: 138.6 | RESULT: 达标
[2026-04-08T23:21:30.362940] ACTION: IOT_UPLOAD | CAT: test_cat_20 | ML: 68.4 | RESULT: 未达标
[2026-04-08T23:21:30.374409] ACTION: IOT_UPLOAD | CAT: test_cat_100 | ML: 120.2 | RESULT: 达标
[2026-04-08T23:21:30.375504] ACTION: IOT_UPLOAD | CAT: test_cat_77 | ML: 70.4 | RESULT: 未达标
[2026-04-08T23:21:30.386574] ACTION: IOT_UPLOAD | CAT: test_cat_51 | ML: 113.8 | RESULT: 未达标
[2026-04-08T23:21:30.394304] ACTION: IOT_UPLOAD | CAT: test_cat_4 | ML: 99.1 | RESULT: 未达标
[2026-04-08T23:21:30.397103] ACTION: IOT_UPLOAD | CAT: test_cat_15 | ML: 175.2 | RESULT: 达标
[2026-04-08T23:21:30.404649] ACTION: IOT_UPLOAD | CAT: test_cat_49 | ML: 19.7 | RESULT: 未达标
[2026-04-08T23:21:30.418943] ACTION: IOT_UPLOAD | CAT: test_cat_27 | ML: 99.1 | RESULT: 未达标
[2026-04-08T23:21:30.421771] ACTION: IOT_UPLOAD | CAT: test_cat_73 | ML: 20.8 | RESULT: 未达标
[2026-04-08T23:21:30.426786] ACTION: IOT_UPLOAD | CAT: test_cat_65 | ML: 265.9 | RESULT: 超标
[2026-04-08T23:21:30.435727] ACTION: IOT_UPLOAD | CAT: test_cat_23 | ML: 260.5 | RESULT: 超标
[2026-04-08T23:21:30.448023] ACTION: IOT_UPLOAD | CAT: test_cat_53 | ML: 222.8 | RESULT: 超标
[2026-04-08T23:21:30.451370] ACTION: IOT_UPLOAD | CAT: test_cat_54 | ML: 58.0 | RESULT: 未达标
[2026-04-08T23:21:30.451966] ACTION: IOT_UPLOAD | CAT: test_cat_98 | ML: 38.4 | RESULT: 未达标
[2026-04-08T23:21:30.461296] ACTION: IOT_UPLOAD | CAT: test_cat_43 | ML: 261.2 | RESULT: 超标
[2026-04-08T23:21:30.473902] ACTION: IOT_UPLOAD | CAT: test_cat_51 | ML: 264.9 | RESULT: 超标
[2026-04-08T23:21:30.475067] ACTION: IOT_UPLOAD | CAT: test_cat_92 | ML: 52.3 | RESULT: 未达标
[2026-04-08T23:21:30.485401] ACTION: IOT_UPLOAD | CAT: test_cat_63 | ML: 264.9 | RESULT: 超标
[2026-04-08T23:21:30.487736] ACTION: IOT_UPLOAD | CAT: test_cat_90 | ML: 245.0 | RESULT: 超标
[2026-04-08T23:21:30.498606] ACTION: IOT_UPLOAD | CAT: test_cat_11 | ML: 195.2 | RESULT: 超标
[2026-04-08T23:21:30.500529] ACTION: IOT_UPLOAD | CAT: test_cat_84 | ML: 134.6 | RESULT: 达标
[2026-04-08T23:21:30.515368] ACTION: IOT_UPLOAD | CAT: test_cat_98 | ML: 131.6 | RESULT: 达标
[2026-04-08T23:21:30.524731] ACTION: IOT_UPLOAD | CAT: test_cat_30 | ML: 193.2 | RESULT: 超标
[2026-04-08T23:21:30.526482] ACTION: IOT_UPLOAD | CAT: test_cat_44 | ML: 63.7 | RESULT: 未达标
[2026-04-08T23:21:30.528950] ACTION: IOT_UPLOAD | CAT: test_cat_63 | ML: 194.0 | RESULT: 超标
[2026-04-08T23:21:30.540936] ACTION: IOT_UPLOAD | CAT: test_cat_54 | ML: 112.8 | RESULT: 未达标
[2026-04-08T23:21:30.555823] ACTION: IOT_UPLOAD | CAT: test_cat_63 | ML: 264.9 | RESULT: 超标
[2026-04-08T23:21:30.560242] ACTION: IOT_UPLOAD | CAT: test_cat_56 | ML: 91.9 | RESULT: 未达标
[2026-04-08T23:21:30.567485] ACTION: IOT_UPLOAD | CAT: test_cat_68 | ML: 72.8 | RESULT: 未达标
[2026-04-08T23:21:30.570757] ACTION: IOT_UPLOAD | CAT: test_cat_64 | ML: 224.8 | RESULT: 超标
[2026-04-08T23:21:30.581271] ACTION: IOT_UPLOAD | CAT: test_cat_3 | ML: 215.3 | RESULT: 超标
[2026-04-08T23:21:30.605058] ACTION: IOT_UPLOAD | CAT: test_cat_44 | ML: 122.6 | RESULT: 达标
[2026-04-08T23:21:30.611076] ACTION: IOT_UPLOAD | CAT: test_cat_34 | ML: 129.5 | RESULT: 达标
[2026-04-08T23:21:30.613104] ACTION: IOT_UPLOAD | CAT: test_cat_3 | ML: 235.5 | RESULT: 超标
[2026-04-08T23:21:30.624961] ACTION: IOT_UPLOAD | CAT: test_cat_4 | ML: 128.8 | RESULT: 达标
[2026-04-08T23:21:30.640637] ACTION: IOT_UPLOAD | CAT: test_cat_37 | ML: 45.1 | RESULT: 未达标
[2026-04-08T23:21:30.641196] ACTION: IOT_UPLOAD | CAT: test_cat_27 | ML: 227.4 | RESULT: 超标
[2026-04-08T23:21:30.646886] ACTION: IOT_UPLOAD | CAT: test_cat_32 | ML: 95.8 | RESULT: 未达标
